purchase_id,product_id,quantity,amount,customer_id,purchase_date
398c7681-a144-46d7-9731-16da47de0c4a,eeda05b9-2980-40f6-ac50-2e4500c4e23f,2,53.06,9cd173e4-6dd2-48e7-8fc8-feb8fc722733,2024-04-15
398c7681-a144-46d7-9731-16da47de0c4a,2af8235e-5f1f-446f-a4b0-0ee802f1e7eb,3,2449.65,9cd173e4-6dd2-48e7-8fc8-feb8fc722733,2024-04-15
398c7681-a144-46d7-9731-16da47de0c4a,7bd7ec1d-c248-449d-be5d-04ad16f97db6,4,1818.36,9cd173e4-6dd2-48e7-8fc8-feb8fc722733,2024-04-15
398c7681-a144-46d7-9731-16da47de0c4a,a6e3bde4-cf30-4c4c-a7a8-2a1ececf3711,2,292.54,9cd173e4-6dd2-48e7-8fc8-feb8fc722733,2024-04-15
32eec127-7d7b-4a00-9d8c-5352c729da3e,23134f24-a180-4982-897e-2470635bed22,5,869.9,5b7d5c09-ac0b-4928-a2da-9a1173e0e485,2024-06-12
32eec127-7d7b-4a00-9d8c-5352c729da3e,e489d235-8bf3-4114-a1ed-0690169e0d6a,2,807.0,5b7d5c09-ac0b-4928-a2da-9a1173e0e485,2024-06-12
32eec127-7d7b-4a00-9d8c-5352c729da3e,60bf7c71-1cb0-4522-8f6a-70d0b42ced4d,5,4662.7,5b7d5c09-ac0b-4928-a2da-9a1173e0e485,2024-06-12
32eec127-7d7b-4a00-9d8c-5352c729da3e,c712ea63-0bfa-43e1-a12e-d2580db64e9f,4,555.16,5b7d5c09-ac0b-4928-a2da-9a1173e0e485,2024-06-12
c772f514-f5ea-4124-b6c2-6df9c9539085,4458ec66-d7e7-44bc-96a7-6447e814eca3,4,3730.44,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-04-05
c772f514-f5ea-4124-b6c2-6df9c9539085,577d189b-f704-41a9-a7a7-f545e9049fc8,5,2072.15,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-04-05
c772f514-f5ea-4124-b6c2-6df9c9539085,5f19ea96-9a93-444e-a734-8a1d1489ef4e,2,1358.8,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-04-05
c772f514-f5ea-4124-b6c2-6df9c9539085,fe1fd2a3-244d-495b-99e8-f1e881e1f870,1,426.31,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-04-05
c772f514-f5ea-4124-b6c2-6df9c9539085,c1ca9529-5d2c-4c6e-a8fa-3421b080dfaf,5,2970.75,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-04-05
16351c5d-ff87-4c70-9800-c39c9d9d0dde,a94cd62f-b802-4a1a-ab21-5153f3763736,2,536.16,3602f5ab-2104-41ed-9617-0ece2070f5f4,2024-06-16
16351c5d-ff87-4c70-9800-c39c9d9d0dde,be43d226-bc20-48a5-a914-2c8badfd429f,1,850.88,3602f5ab-2104-41ed-9617-0ece2070f5f4,2024-06-16
16351c5d-ff87-4c70-9800-c39c9d9d0dde,4458ec66-d7e7-44bc-96a7-6447e814eca3,1,932.61,3602f5ab-2104-41ed-9617-0ece2070f5f4,2024-06-16
017351ef-56df-4cb8-b615-4c8c150bc273,f944007e-9b03-471e-ad37-001d2b8c9217,3,2741.88,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-04-29
017351ef-56df-4cb8-b615-4c8c150bc273,c712ea63-0bfa-43e1-a12e-d2580db64e9f,1,138.79,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-04-29
017351ef-56df-4cb8-b615-4c8c150bc273,4458ec66-d7e7-44bc-96a7-6447e814eca3,5,4663.05,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-04-29
017351ef-56df-4cb8-b615-4c8c150bc273,d84212f5-217a-45bf-b577-27dee56c3714,1,253.0,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-04-29
20cec010-4a6a-4af5-997c-f1363d0b7109,c571e936-b9de-4722-b645-b2555cc50a26,4,3959.16,9c709498-0ca9-44b0-8766-def661676c65,2024-01-24
5add31bd-1825-467a-851d-bdf8bb500dfd,a94cd62f-b802-4a1a-ab21-5153f3763736,3,804.24,8e6e9543-6b65-483e-b555-04400b8cca71,2024-02-21
5add31bd-1825-467a-851d-bdf8bb500dfd,eb075139-dcee-4207-914a-205274a7a401,2,795.42,8e6e9543-6b65-483e-b555-04400b8cca71,2024-02-21
5add31bd-1825-467a-851d-bdf8bb500dfd,577d189b-f704-41a9-a7a7-f545e9049fc8,4,1657.72,8e6e9543-6b65-483e-b555-04400b8cca71,2024-02-21
5add31bd-1825-467a-851d-bdf8bb500dfd,c1ca9529-5d2c-4c6e-a8fa-3421b080dfaf,5,2970.75,8e6e9543-6b65-483e-b555-04400b8cca71,2024-02-21
5add31bd-1825-467a-851d-bdf8bb500dfd,ab6275c1-5b66-416e-9b60-4529322c22d7,2,1317.68,8e6e9543-6b65-483e-b555-04400b8cca71,2024-02-21
988d3bf3-dddb-4fe5-8347-e1a68a486d3e,cad2ba48-96b7-4537-9112-a95f84be934b,3,473.52,140d95b6-1f7b-401f-94bb-1ea3f80a860c,2024-01-23
988d3bf3-dddb-4fe5-8347-e1a68a486d3e,55d66364-ed18-4a44-bfaf-abaa44c4bc3f,4,2256.0,140d95b6-1f7b-401f-94bb-1ea3f80a860c,2024-01-23
bdd784f1-4fd8-4680-be20-de32614b5734,eeda05b9-2980-40f6-ac50-2e4500c4e23f,3,79.59,c867aa4c-31f2-428d-9bdb-fc4c5659eda9,2024-04-18
bdd784f1-4fd8-4680-be20-de32614b5734,66506026-b477-4b88-961a-c96ebaa8699d,3,1273.68,c867aa4c-31f2-428d-9bdb-fc4c5659eda9,2024-04-18
bdd784f1-4fd8-4680-be20-de32614b5734,b3e03674-f60c-4489-925e-823c1b45ad77,1,165.05,c867aa4c-31f2-428d-9bdb-fc4c5659eda9,2024-04-18
aefa2624-1c77-4f33-a3e7-0207b22fec80,c3715c51-117f-4fe3-9a79-d469474d9d37,5,103.85,9e07c23c-1605-43a8-974f-f193812b3f3c,2024-07-13
aefa2624-1c77-4f33-a3e7-0207b22fec80,a6e3bde4-cf30-4c4c-a7a8-2a1ececf3711,1,146.27,9e07c23c-1605-43a8-974f-f193812b3f3c,2024-07-13
aefa2624-1c77-4f33-a3e7-0207b22fec80,d84212f5-217a-45bf-b577-27dee56c3714,2,506.0,9e07c23c-1605-43a8-974f-f193812b3f3c,2024-07-13
aefa2624-1c77-4f33-a3e7-0207b22fec80,fe1fd2a3-244d-495b-99e8-f1e881e1f870,1,426.31,9e07c23c-1605-43a8-974f-f193812b3f3c,2024-07-13
aefa2624-1c77-4f33-a3e7-0207b22fec80,b3e03674-f60c-4489-925e-823c1b45ad77,2,330.1,9e07c23c-1605-43a8-974f-f193812b3f3c,2024-07-13
7bd569f5-ae76-435b-9199-fc32039d25c8,dd1ed114-a350-480c-aa95-ba1569533067,4,547.72,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-08-01
7bd569f5-ae76-435b-9199-fc32039d25c8,2af8235e-5f1f-446f-a4b0-0ee802f1e7eb,2,1633.1,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-08-01
7bd569f5-ae76-435b-9199-fc32039d25c8,488756c5-5c77-4a70-902c-056529e72590,1,338.42,6940063e-cff0-44a2-a228-2f6ea317ba73,2024-08-01
2bcb4e60-159b-43b8-87d1-81d8dfb241cc,55d66364-ed18-4a44-bfaf-abaa44c4bc3f,1,564.0,aea1d350-2121-4337-a503-4e853109b253,2024-02-23
2bcb4e60-159b-43b8-87d1-81d8dfb241cc,5f19ea96-9a93-444e-a734-8a1d1489ef4e,5,3397.0,aea1d350-2121-4337-a503-4e853109b253,2024-02-23
8582b538-fe39-4fdd-ad22-b1827ccca4cc,ea309f2c-da4e-4218-b50c-ef511dcb8b19,1,409.58,9cd173e4-6dd2-48e7-8fc8-feb8fc722733,2024-06-26
da84af6e-7a2d-4580-9159-aa1015e5eacd,f7fa58ef-5dce-4a90-bf45-1e617d942d0e,5,751.45,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-03-07
da84af6e-7a2d-4580-9159-aa1015e5eacd,66506026-b477-4b88-961a-c96ebaa8699d,2,849.12,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-03-07
874f4654-d930-40a3-a3d6-7a7bffc6d3cc,cad2ba48-96b7-4537-9112-a95f84be934b,1,157.84,33e60f17-08d5-4c14-aa75-d31f53c9334b,2024-04-27
874f4654-d930-40a3-a3d6-7a7bffc6d3cc,9915b47b-2109-464b-b87b-79b8ea0c3e99,1,300.88,33e60f17-08d5-4c14-aa75-d31f53c9334b,2024-04-27
90076eb9-be03-49d6-bd9b-f9a2f7f636a7,c712ea63-0bfa-43e1-a12e-d2580db64e9f,2,277.58,2310f85c-3f01-48c6-87b9-a4aea6880290,2024-01-10
b2ce6c6d-837b-45a2-8ccf-57b54d941621,488756c5-5c77-4a70-902c-056529e72590,1,338.42,977a929e-4c38-482e-9e70-af12f485f0c8,2024-03-04
b2ce6c6d-837b-45a2-8ccf-57b54d941621,f7fa58ef-5dce-4a90-bf45-1e617d942d0e,1,150.29,977a929e-4c38-482e-9e70-af12f485f0c8,2024-03-04
b2ce6c6d-837b-45a2-8ccf-57b54d941621,be43d226-bc20-48a5-a914-2c8badfd429f,1,850.88,977a929e-4c38-482e-9e70-af12f485f0c8,2024-03-04
13f0cbbf-7042-4c14-a302-23860fe228f3,a94cd62f-b802-4a1a-ab21-5153f3763736,5,1340.4,5b7df4f7-b9b3-4bd2-8bd4-7e5a3d5356f4,2024-01-03
13f0cbbf-7042-4c14-a302-23860fe228f3,1ddc7ab7-6d35-492a-9232-520746b2ead1,4,3843.52,5b7df4f7-b9b3-4bd2-8bd4-7e5a3d5356f4,2024-01-03
13f0cbbf-7042-4c14-a302-23860fe228f3,3965d75c-0153-4a41-984f-73a0a4773be7,3,1680.78,5b7df4f7-b9b3-4bd2-8bd4-7e5a3d5356f4,2024-01-03
13f0cbbf-7042-4c14-a302-23860fe228f3,cad2ba48-96b7-4537-9112-a95f84be934b,3,473.52,5b7df4f7-b9b3-4bd2-8bd4-7e5a3d5356f4,2024-01-03
13f0cbbf-7042-4c14-a302-23860fe228f3,cad2ba48-96b7-4537-9112-a95f84be934b,1,157.84,5b7df4f7-b9b3-4bd2-8bd4-7e5a3d5356f4,2024-01-03
581c27b8-5280-4aac-bb4a-a324d7fd7a89,f944007e-9b03-471e-ad37-001d2b8c9217,4,3655.84,e4253a1d-ee7f-4b63-bcd7-cace6c910844,2024-08-01
581c27b8-5280-4aac-bb4a-a324d7fd7a89,c1ca9529-5d2c-4c6e-a8fa-3421b080dfaf,5,2970.75,e4253a1d-ee7f-4b63-bcd7-cace6c910844,2024-08-01
807fd8c7-646f-4abc-a9e3-e4ba9d7d8838,0088afd4-a618-4126-b704-876e39943a6a,5,2927.85,99a04b5b-975e-496b-9897-d53f71b96641,2024-02-14
807fd8c7-646f-4abc-a9e3-e4ba9d7d8838,c1ca9529-5d2c-4c6e-a8fa-3421b080dfaf,5,2970.75,99a04b5b-975e-496b-9897-d53f71b96641,2024-02-14
807fd8c7-646f-4abc-a9e3-e4ba9d7d8838,f944007e-9b03-471e-ad37-001d2b8c9217,3,2741.88,99a04b5b-975e-496b-9897-d53f71b96641,2024-02-14
9dd0f73d-3d8d-4e2f-a909-f7b9a4a8989f,d84212f5-217a-45bf-b577-27dee56c3714,5,1265.0,9a730335-16b7-4ade-b2fc-a5bba223c25e,2024-06-07
9dd0f73d-3d8d-4e2f-a909-f7b9a4a8989f,cad2ba48-96b7-4537-9112-a95f84be934b,3,473.52,9a730335-16b7-4ade-b2fc-a5bba223c25e,2024-06-07
9dd0f73d-3d8d-4e2f-a909-f7b9a4a8989f,c571e936-b9de-4722-b645-b2555cc50a26,2,1979.58,9a730335-16b7-4ade-b2fc-a5bba223c25e,2024-06-07
9dd0f73d-3d8d-4e2f-a909-f7b9a4a8989f,36f15e32-6cce-4951-b0a4-dbd1c299e3cc,1,662.6,9a730335-16b7-4ade-b2fc-a5bba223c25e,2024-06-07
d8897615-5724-4106-82fb-4d82aedb2ff0,f7fa58ef-5dce-4a90-bf45-1e617d942d0e,3,450.87,140d95b6-1f7b-401f-94bb-1ea3f80a860c,2024-05-27
d8897615-5724-4106-82fb-4d82aedb2ff0,6250a5a5-693a-4a5b-9f7e-9b48bb7f56bf,5,2673.25,140d95b6-1f7b-401f-94bb-1ea3f80a860c,2024-05-27
d8897615-5724-4106-82fb-4d82aedb2ff0,fe1fd2a3-244d-495b-99e8-f1e881e1f870,2,852.62,140d95b6-1f7b-401f-94bb-1ea3f80a860c,2024-05-27
d08f3403-2d5c-4686-bf91-2450f70aa835,55d66364-ed18-4a44-bfaf-abaa44c4bc3f,4,2256.0,6b78cf16-9458-4c2a-8683-4ccdefdbf904,2024-01-06
d08f3403-2d5c-4686-bf91-2450f70aa835,f7fa58ef-5dce-4a90-bf45-1e617d942d0e,1,150.29,6b78cf16-9458-4c2a-8683-4ccdefdbf904,2024-01-06
d08f3403-2d5c-4686-bf91-2450f70aa835,eb075139-dcee-4207-914a-205274a7a401,1,397.71,6b78cf16-9458-4c2a-8683-4ccdefdbf904,2024-01-06
7234660b-1d95-41ef-9aa4-7806ee9b2365,4458ec66-d7e7-44bc-96a7-6447e814eca3,5,4663.05,8d904880-d91b-4cd3-9c2b-f42026a108bb,2024-01-02
7234660b-1d95-41ef-9aa4-7806ee9b2365,577d189b-f704-41a9-a7a7-f545e9049fc8,3,1243.29,8d904880-d91b-4cd3-9c2b-f42026a108bb,2024-01-02
7234660b-1d95-41ef-9aa4-7806ee9b2365,c1ca9529-5d2c-4c6e-a8fa-3421b080dfaf,2,1188.3,8d904880-d91b-4cd3-9c2b-f42026a108bb,2024-01-02
7234660b-1d95-41ef-9aa4-7806ee9b2365,1fe57140-1480-4aae-82ae-ad1bb07d1c17,3,2491.29,8d904880-d91b-4cd3-9c2b-f42026a108bb,2024-01-02
7234660b-1d95-41ef-9aa4-7806ee9b2365,6c3aafce-af87-47a1-a270-e8ce711c65a3,5,4026.85,8d904880-d91b-4cd3-9c2b-f42026a108bb,2024-01-02
7219e906-5d2c-443d-9db9-95884ce4cfd6,4458ec66-d7e7-44bc-96a7-6447e814eca3,3,2797.83,553d3c77-06fa-4807-a295-67c3aacd9a86,2024-07-31
7219e906-5d2c-443d-9db9-95884ce4cfd6,9fb08507-c968-4310-8718-d6415ca55c12,4,911.36,553d3c77-06fa-4807-a295-67c3aacd9a86,2024-07-31
7219e906-5d2c-443d-9db9-95884ce4cfd6,c3715c51-117f-4fe3-9a79-d469474d9d37,3,62.31,553d3c77-06fa-4807-a295-67c3aacd9a86,2024-07-31
aebc6032-f458-47ff-afc5-9bbf264dd300,488756c5-5c77-4a70-902c-056529e72590,3,1015.26,a43b0129-4313-4dc5-8ec2-04074d57d8cc,2024-06-30
aebc6032-f458-47ff-afc5-9bbf264dd300,d84212f5-217a-45bf-b577-27dee56c3714,5,1265.0,a43b0129-4313-4dc5-8ec2-04074d57d8cc,2024-06-30
8834da0e-fa85-49fd-9512-b66687aa7160,a94cd62f-b802-4a1a-ab21-5153f3763736,4,1072.32,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-03-05
8834da0e-fa85-49fd-9512-b66687aa7160,a94cd62f-b802-4a1a-ab21-5153f3763736,4,1072.32,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-03-05
8834da0e-fa85-49fd-9512-b66687aa7160,be64dac8-d407-474f-a10f-a208b7b64f8f,4,1562.12,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-03-05
8834da0e-fa85-49fd-9512-b66687aa7160,c3715c51-117f-4fe3-9a79-d469474d9d37,2,41.54,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-03-05
8834da0e-fa85-49fd-9512-b66687aa7160,0088afd4-a618-4126-b704-876e39943a6a,5,2927.85,ce2a046f-3a26-4e8e-862d-8d9f6fc6edac,2024-03-05
ac84c176-6e2d-4ffd-b866-0607ed72b11b,c3715c51-117f-4fe3-9a79-d469474d9d37,5,103.85,60314590-139c-4166-aecb-77b63b9257fb,2024-06-29
ac84c176-6e2d-4ffd-b866-0607ed72b11b,9fb08507-c968-4310-8718-d6415ca55c12,1,227.84,60314590-139c-4166-aecb-77b63b9257fb,2024-06-29
ac84c176-6e2d-4ffd-b866-0607ed72b11b,24736953-57c3-441e-a242-0a743f716d21,3,1061.55,60314590-139c-4166-aecb-77b63b9257fb,2024-06-29
1f79a6f1-d5c4-44dc-9b59-df09eab9fdaa,be43d226-bc20-48a5-a914-2c8badfd429f,4,3403.52,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-05-17
1f79a6f1-d5c4-44dc-9b59-df09eab9fdaa,577d189b-f704-41a9-a7a7-f545e9049fc8,3,1243.29,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-05-17
1f79a6f1-d5c4-44dc-9b59-df09eab9fdaa,2af8235e-5f1f-446f-a4b0-0ee802f1e7eb,5,4082.75,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-05-17
1f79a6f1-d5c4-44dc-9b59-df09eab9fdaa,23134f24-a180-4982-897e-2470635bed22,3,521.94,f7b3ae42-ea90-42dd-8952-f882beffa945,2024-05-17
6ec45357-8510-47a7-962c-6a7314d4850d,ea309f2c-da4e-4218-b50c-ef511dcb8b19,2,819.16,6e8f1d88-8e62-491e-8694-3d6c2bd7dddc,2024-04-19
6ec45357-8510-47a7-962c-6a7314d4850d,ea309f2c-da4e-4218-b50c-ef511dcb8b19,2,819.16,6e8f1d88-8e62-491e-8694-3d6c2bd7dddc,2024-04-19
6ec45357-8510-47a7-962c-6a7314d4850d,9915b47b-2109-464b-b87b-79b8ea0c3e99,1,300.88,6e8f1d88-8e62-491e-8694-3d6c2bd7dddc,2024-04-19
6ec45357-8510-47a7-962c-6a7314d4850d,3965d75c-0153-4a41-984f-73a0a4773be7,3,1680.78,6e8f1d88-8e62-491e-8694-3d6c2bd7dddc,2024-04-19
1a450480-c54c-49d7-9497-db00e809eeab,6c3aafce-af87-47a1-a270-e8ce711c65a3,1,805.37,9dbcdfc9-588f-43cc-8f60-2b70051a435d,2024-01-26
1a450480-c54c-49d7-9497-db00e809eeab,5f19ea96-9a93-444e-a734-8a1d1489ef4e,5,3397.0,9dbcdfc9-588f-43cc-8f60-2b70051a435d,2024-01-26
1a450480-c54c-49d7-9497-db00e809eeab,55d66364-ed18-4a44-bfaf-abaa44c4bc3f,2,1128.0,9dbcdfc9-588f-43cc-8f60-2b70051a435d,2024-01-26
1a450480-c54c-49d7-9497-db00e809eeab,4458ec66-d7e7-44bc-96a7-6447e814eca3,3,2797.83,9dbcdfc9-588f-43cc-8f60-2b70051a435d,2024-01-26
1a450480-c54c-49d7-9497-db00e809eeab,2af8235e-5f1f-446f-a4b0-0ee802f1e7eb,3,2449.65,9dbcdfc9-588f-43cc-8f60-2b70051a435d,2024-01-26
2a09326f-bf1f-40e1-a016-523e35f5244f,9fb08507-c968-4310-8718-d6415ca55c12,3,683.52,a0768cb5-de31-4ddd-9bf9-762c00065027,2024-01-19
2a09326f-bf1f-40e1-a016-523e35f5244f,60bf7c71-1cb0-4522-8f6a-70d0b42ced4d,4,3730.16,a0768cb5-de31-4ddd-9bf9-762c00065027,2024-01-19
2a09326f-bf1f-40e1-a016-523e35f5244f,577d189b-f704-41a9-a7a7-f545e9049fc8,3,1243.29,a0768cb5-de31-4ddd-9bf9-762c00065027,2024-01-19
2a09326f-bf1f-40e1-a016-523e35f5244f,cad2ba48-96b7-4537-9112-a95f84be934b,3,473.52,a0768cb5-de31-4ddd-9bf9-762c00065027,2024-01-19
715a149d-8565-49b4-b207-6dde909d6869,a94cd62f-b802-4a1a-ab21-5153f3763736,2,536.16,1cc20309-95c3-4791-8eb4-c60caa878e54,2024-02-04
715a149d-8565-49b4-b207-6dde909d6869,23134f24-a180-4982-897e-2470635bed22,5,869.9,1cc20309-95c3-4791-8eb4-c60caa878e54,2024-02-04
715a149d-8565-49b4-b207-6dde909d6869,feb51880-c8de-4e48-9a6e-96ef9d2844e9,4,3291.08,1cc20309-95c3-4791-8eb4-c60caa878e54,2024-02-04
715a149d-8565-49b4-b207-6dde909d6869,5f19ea96-9a93-444e-a734-8a1d1489ef4e,1,679.4,1cc20309-95c3-4791-8eb4-c60caa878e54,2024-02-04
715a149d-8565-49b4-b207-6dde909d6869,eb075139-dcee-4207-914a-205274a7a401,4,1590.84,1cc20309-95c3-4791-8eb4-c60caa878e54,2024-02-04
ebc08e3c-c887-4602-a4f9-49822f82627c,d229250a-28d9-44cb-bc84-43b60e2d18a1,4,1416.88,746d18fc-6079-4dee-9a36-8dcebde87f76,2024-04-13
ebc08e3c-c887-4602-a4f9-49822f82627c,d229250a-28d9-44cb-bc84-43b60e2d18a1,5,1771.1,746d18fc-6079-4dee-9a36-8dcebde87f76,2024-04-13
ebc08e3c-c887-4602-a4f9-49822f82627c,66506026-b477-4b88-961a-c96ebaa8699d,3,1273.68,746d18fc-6079-4dee-9a36-8dcebde87f76,2024-04-13
ebc08e3c-c887-4602-a4f9-49822f82627c,c08d0d40-6ee3-4d2f-ae2b-7e2c36a56676,2,453.32,746d18fc-6079-4dee-9a36-8dcebde87f76,2024-04-13
